,SI,MaxEStateIndex,MinEStateIndex,qed,SPS,HeavyAtomMolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,HallKierAlpha,Kappa2,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA4,PEOE_VSA5,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA3,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,FractionCSP3,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHeteroatoms,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_C_O_noCOO,fr_C_S,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_halogen,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitro,fr_para_hydroxylation,fr_piperdine,fr_priamide,fr_quatN,fr_sulfide,fr_sulfonamd,fr_thiazole,fr_unbrch_alkane
607,5.223776223776224,13.28870260141093,-0.8342049844629196,0.7995694176010726,26.88888888888889,358.3130000000002,0.3113559743462792,-0.4807614870763006,0.4807614870763006,1.074074074074074,1.851851851851852,32.13356132704136,9.710831309707126,2.52588730630809,-2.296213085958311,2.505190381140504,-2.359308021944849,-0.1428893833760966,3.074884061449584,1.57437486608979,903.7817537043608,-2.14,6.481650906409711,10.00643712569118,0.0,0.0,5.907179729351506,0.0,5.969305287951849,9.589074368143644,0.0,11.33678587793474,21.98643706799874,11.83581209232279,14.69560176298435,28.90065716992165,0.0,11.83581209232279,44.44283578371746,51.21303271310464,0.0,4.899909730850478,5.687386274683562,0.0,11.33678587793474,28.85153923692167,11.83581209232279,46.06156828573602,0.0,57.61,17.80511738027464,14.69560176298435,0.0,6.544756405912575,28.15938912495161,4.899909730850478,41.66862122024278,0.0,0.0,1.826320809187872,30.06655782078671,10.13085112748803,-1.874353085369948,9.662200273011164,6.410001721856776,0.6243055555555553,0.4545454545454545,1,4,2,1,1,2,3,5,0,1,1,5,4.020500000000003,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
608,3.08641975308642,13.17366205278408,-0.233605442176871,0.7408911635065106,16.96153846153846,324.2540000000001,0.2576484441152926,-0.4650077293991679,0.4650077293991679,1.076923076923077,1.846153846153846,16.33222160368726,10.0248602448774,2.322211905196661,-2.382481406527649,2.295491012073446,-2.483999262080669,0.06950346284818423,3.175118060277586,1.720079625732277,929.7956933374965,-3.269999999999999,6.921758995989081,14.63384927191016,11.92602303100897,0.0,0.0,5.907179729351506,0.0,4.794537184071822,0.0,0.0,12.23214268059614,11.82661448733605,9.211688121125169,17.67058611086895,4.899909730850478,0.0,19.63426921773773,95.45345568105449,0.0,5.316788604006331,5.687386274683562,0.0,0.0,6.544756405912575,0.0,28.60542478603088,6.076020106833881,45.48,0.0,4.794537184071822,0.0,12.10820789760957,0.0,6.263162995639057,84.6297047904527,5.316788604006331,5.437186471236796,0.0,15.04116205278408,3.505064011715797,0.8015432098765434,21.4468051670852,3.383930959729571,2.550002362055933,0.1363636363636364,1,4,0,1,1,3,3,4,0,0,0,4,4.777100000000003,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
609,5.172413793103448,13.31387046062303,-0.2168098308984854,0.4470818053661881,29.0,396.3420000000002,0.2049273091399193,-0.4596951428721785,0.4596951428721785,1.2,2.033333333333333,32.13357860813817,9.81900960734203,2.598277577233867,-2.229376838340945,2.536958357178768,-2.333454358643032,-0.01718194414394317,3.511310889839372,1.391330354558988,1180.289869145647,-2.7,6.154509028293162,14.05392362170387,21.93237341840789,10.89180589871378,5.783244946364939,0.0,0.0,4.794537184071822,0.0,0.0,18.02611394377097,12.14580721689626,13.94855107492522,22.25158930413901,4.983978520947209,5.917906046161393,31.47039764427463,70.81745579717177,11.4541754137229,4.899909730850478,5.131558479839333,0.0,11.33678587793474,4.736862953800049,12.84164324585202,34.33994211096119,11.4541754137229,55.57000000000001,0.0,4.794537184071822,0.0,27.81268014528259,11.33678587793474,0.0,49.38830667892189,23.97568714420886,12.24873282802688,1.449976143235072,21.09791767287213,0.8543631897203328,1.87220526118569,13.16067298746025,5.475480691179645,5.72741394980347,0.3333333333333333,0,5,0,3,2,3,6,6,0,2,2,6,4.866320000000004,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
610,2.205882352941176,13.9534161627614,-0.7625559544805574,0.5814559622355948,25.24242424242424,420.2950000000003,0.313600137360859,-0.469025863524836,0.469025863524836,1.060606060606061,1.818181818181818,16.52442310738671,9.71274425258174,2.608304478048173,-2.42977997160526,2.519006707437294,-2.551280296425543,-0.1463407483238237,3.42908972411564,1.516328151102989,1266.451351939796,-3.869999999999999,7.334823839788121,14.05392362170387,11.92602303100897,0.0,5.907179729351506,5.907179729351506,5.969305287951849,19.28352128306594,0.0,0.0,24.44693556669698,36.45961039561993,23.53762544306886,23.47105102133842,4.899909730850478,11.83581209232279,25.04925968713451,89.37743557422061,0.0,4.899909730850478,5.687386274683562,0.0,0.0,27.29151535078228,11.83581209232279,33.16304512419864,0.0,80.06,23.97089299240917,14.38361155221547,0.0,35.54011470579058,7.109797541277533,40.32845073118645,36.39820241076966,0.0,10.81985303825897,0.0,44.01246484939757,0.0,-1.774260421633708,18.66401125640032,1.496932109263458,0.3606915312421266,0.2692307692307692,0,7,1,2,1,3,5,7,0,1,1,6,3.353600000000002,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,2,1,0,2,6,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
611,23.62204724409449,13.92736526061659,-1.06755880461463,0.5507154491728425,23.72972972972973,476.3150000000004,0.3114385988479629,-0.4928699786424972,0.4928699786424972,1.081081081081081,1.864864864864865,16.50801233816482,9.713308834044186,2.60601152119149,-2.429861333241936,2.515208459996777,-2.560973844191862,-0.1430598926992754,3.491778365838925,1.405896028445176,1413.01708434747,-4.27,8.687107402677292,23.89731397034463,11.92602303100897,11.49902366656781,5.907179729351506,5.907179729351506,5.969305287951849,19.28352128306594,0.0,0.0,24.44693556669698,43.56940793689746,33.38101579170961,23.47105102133842,4.899909730850478,11.83581209232279,24.92532490414794,77.24470143729738,11.49902366656781,14.37363563845058,5.687386274683562,11.49902366656781,0.0,22.43071761399566,11.83581209232279,33.16304512419864,0.0,109.52,29.88879903857056,19.49013894705617,0.0,53.45995999528439,6.263162995639057,54.35124988656406,18.19910120538483,0.0,16.40158015817551,0.0,43.49393415335456,10.14405946942837,-1.994316502495892,14.28081192570703,1.754681700130487,0.3363763699924416,0.3214285714285715,1,9,1,2,1,3,6,9,0,1,1,6,3.324900000000002,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,1,0,2,6,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
612,12.34567901234568,13.43801934625753,-0.2851445315780639,0.5996304105064492,15.64516129032258,392.2850000000002,0.2576178227571959,-0.4928699786424972,0.4928699786424972,1.096774193548387,1.935483870967742,16.50786034829278,10.00655522336829,2.309945126602714,-2.367760218920162,2.30376211737613,-2.484348378922961,0.07185895616134766,3.302405136151648,1.600907454633632,1088.906379725576,-3.669999999999999,8.997955906423737,24.10757517951026,11.92602303100897,11.49902366656781,0.0,5.907179729351506,0.0,4.794537184071822,0.0,0.0,12.23214268059614,26.04620956989112,18.68541402872527,17.67058611086895,4.899909730850478,0.0,19.51033443475116,83.32072154413127,11.49902366656781,14.79051451160643,5.687386274683562,11.49902366656781,0.0,6.42082162292601,6.923737199690624,27.24513907803725,6.076020106833881,63.94000000000001,0.0,4.794537184071822,0.0,24.46460169540639,0.0,20.48275807819412,72.50662369190175,5.316788604006331,16.14346829289345,0.0,15.29067972985541,3.489742796618699,2.12025634563007,15.42293358077293,5.866102237098463,2.506147814510459,0.24,1,6,0,1,1,3,5,6,0,0,0,4,4.755120000000003,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,2,1,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
613,22.90076335877863,12.30428030780213,-0.2009523809523805,0.661172733074314,30.39130434782609,312.2650000000001,0.2569092513486766,-0.4967677698382268,0.4967677698382268,1.434782608695652,2.217391304347826,32.09204739816784,9.861079491503729,2.552922688692735,-2.231603204510521,2.470335071312632,-2.431026545809434,0.02832571552955395,3.219650737626622,1.400852787096901,687.583824589171,-1.92,5.316685832783484,14.37363563845058,11.35056264426759,5.112436884724758,0.0,5.907179729351506,0.0,10.11132578807815,0.0,0.0,18.02611394377097,19.75852033493841,14.26826309167192,23.23749005712296,10.21669833485681,5.917906046161393,18.125838821658,41.9809599792112,5.749511833283905,10.05365155780638,0.0,5.749511833283905,12.2178734430467,4.736862953800049,5.917906046161393,16.77881029869483,0.0,50.8,0.0,4.794537184071822,0.0,23.13855082849572,0.0,31.37526581512397,4.899909730850478,17.46882881767409,11.13536969969721,5.417319328966154,14.33930345595028,3.285439289913497,0.9829889950317443,6.964432113384585,5.616139854801263,1.550553984322022,0.4117647058823529,1,5,0,3,0,1,4,6,0,2,2,4,1.7392,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
614,6.30281690140845,13.92267923644818,-0.9746350250512406,0.6206709001265245,24.97058823529412,448.3740000000003,0.3113469982897806,-0.4807616021439207,0.4807616021439207,1.088235294117647,1.823529411764706,32.13356101093352,9.715557255707068,2.60254291866304,-2.431416231542081,2.526537784386454,-2.560802381544065,-0.1429359499907581,3.342352261623267,1.463701043945793,1317.174102710601,-3.449999999999999,7.805515380520949,10.00643712569118,6.165775612134527,0.0,5.907179729351506,5.907179729351506,5.969305287951849,19.28352128306594,0.0,11.33678587793474,22.21695683947657,23.08664985870334,19.49013894705617,34.80783689927316,4.899909730850478,11.83581209232279,31.84906210383856,87.1083195471097,0.0,4.899909730850478,5.687386274683562,0.0,11.33678587793474,22.43071761399566,18.75954929201341,37.1570920927268,0.0,77.92,23.97089299240917,19.49013894705617,0.0,30.63723741814515,0.0,34.43579681417005,54.28821640977237,0.0,0.0,1.602135553422981,45.69690757373841,10.21122653415038,-3.120675867058896,19.09377057593147,0.7815585369950439,2.431803962198082,0.2962962962962963,1,6,1,2,1,3,4,7,0,1,1,6,4.084620000000003,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
615,2.382843526608419,12.73861117983419,-0.0193850256151844,0.6684571497448871,20.2962962962963,336.2650000000001,0.2555456491934646,-0.3643770879894155,0.3643770879894155,1.037037037037037,1.666666666666667,16.15455771111487,9.935997485179637,2.376593434523281,-2.190561208813457,2.343147138365437,-2.241861458036571,-0.1138206025423821,2.98793191242792,1.5106866764391,952.8777986447143,-3.14,6.875463051941201,10.21669833485681,0.0,5.783244946364939,0.0,5.907179729351506,0.0,9.589074368143644,0.0,0.0,47.25961905823395,0.0,9.589074368143644,17.37781095040001,5.316788604006331,5.917906046161393,20.26829602230726,88.76740986256331,0.0,10.21669833485681,5.687386274683562,0.0,0.0,4.794537184071822,19.76538044554264,27.90571328208882,0.0,49.41,0.0,9.589074368143644,0.0,18.52902952053558,5.563451491696996,12.27597499665433,67.2783206779246,5.316788604006331,0.0,0.0,27.04434887372672,3.144858250398925,0.1309714873603758,15.56188676966649,4.076826236667507,4.674649043972117,0.2173913043478261,1,4,0,2,0,2,3,4,0,1,1,4,3.910240000000003,0,0,0,0,0,2,0,0,1,1,0,0,0,0,2,1,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
616,3.157894736842106,12.1454674771143,-0.1744035808767952,0.6334061393704193,32.28571428571428,284.255,0.2569046575595353,-0.3613902873606627,0.3613902873606627,1.380952380952381,2.190476190476191,32.09204726185027,9.861079491949477,2.552848925020522,-2.231334891560727,2.470189004302849,-2.430972992720255,0.02832595971471129,3.147385267780483,1.429618971099929,630.423964071211,-1.72,4.644960671197048,9.636772684650527,5.601050810983688,5.112436884724758,0.0,5.907179729351506,0.0,10.11132578807815,0.0,0.0,18.02611394377097,12.64872279366088,9.53140013787187,23.23749005712296,10.21669833485681,5.917906046161393,18.125838821658,48.04732704767281,0.0,5.316788604006331,0.0,0.0,12.2178734430467,4.736862953800049,5.917906046161393,16.77881029869483,0.0,41.57000000000001,0.0,4.794537184071822,0.0,16.59379442258314,0.0,12.13273413692322,23.09901093623531,17.46882881767409,6.028723697238307,5.39338671579743,14.19380081044764,3.31473403250189,0.3286997144536827,9.12955216178656,5.658362331745268,1.590587994457042,0.375,1,4,0,3,0,1,3,5,0,2,2,4,1.7306,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,10.8695652173913,13.15282871945074,-0.2625170068027214,0.648486714198976,16.57692307692308,392.1470000000002,0.2576812593058931,-0.4650181201260831,0.4650181201260831,1.115384615384615,1.961538461538461,79.918731217609,10.05782775304984,2.302796057518127,-2.361889088842258,2.29566107176395,-2.467227617059964,0.0702775256016039,3.175596514014047,1.685373502135105,935.9096355669994,-2.789999999999999,7.216233135278674,14.63384927191016,11.92602303100897,0.0,0.0,5.907179729351506,0.0,4.794537184071822,0.0,0.0,16.70486219642855,11.82661448733605,9.211688121125169,33.6005300088183,4.899909730850478,0.0,12.7105320180471,94.36272370518992,0.0,5.316788604006331,5.687386274683562,0.0,15.92994389794935,6.544756405912575,0.0,21.68168758634025,6.076020106833881,45.48,0.0,4.794537184071822,0.0,12.10820789760957,0.0,6.263162995639057,77.71562062913436,21.24673250195568,6.250735521226142,3.451765949148254,14.97579168241371,3.443165863567649,0.7486213991769551,19.41672967282771,5.200913742684349,0.5196310468631895,0.09523809523809523,1,4,0,1,1,3,3,5,0,0,0,4,5.149500000000003,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,1.0,12.8866071363501,-0.2438921957671956,0.6344404395249164,33.55,275.243,0.1730414539870266,-0.3613902874075756,0.3613902874075756,1.4,2.2,32.09204721848583,9.861079491995,2.552057798929741,-2.235661936637204,2.471376294386276,-2.371227711873534,0.02854069605358943,3.076348238864297,1.454525919659115,588.0412392218069,-1.46,4.265544557553543,14.95356128865686,11.41827165202958,5.112436884724758,0.0,0.0,0.0,0.0,0.0,0.0,18.15004872675753,12.64872279366088,9.127278001474869,23.01769660245501,4.899909730850478,5.917906046161393,18.125838821658,42.23472932856009,0.0,5.316788604006331,10.07780132235838,0.0,12.2178734430467,4.736862953800049,11.73512688720729,6.42082162292601,0.0,24.5,0.0,4.39041504767482,0.0,17.13430931863445,12.13273413692322,12.13273413692322,0.0,22.36873854852457,18.9269940567289,5.459092498110355,2.148052721088435,3.847655423280424,0.2889483602082809,6.239263169774083,5.759601065888043,1.72774077223482,0.4,1,3,0,3,0,1,2,5,0,2,2,4,2.551800000000001,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,1.0,12.25676755270009,-0.1772685946509001,0.6361370999955633,31.40909090909091,296.2660000000001,0.2569049921675179,-0.3613902873606627,0.3613902873606627,1.409090909090909,2.181818181818182,32.09204732186827,9.86107949156431,2.552888035784853,-2.231570461327745,2.470248880205491,-2.431070502112977,0.02832586150804509,3.143562631610264,1.419443837865407,669.7414403797313,-1.72,4.894686214898456,9.636772684650527,5.601050810983688,5.112436884724758,0.0,5.907179729351506,0.0,10.11132578807815,0.0,0.0,18.02611394377097,12.64872279366088,9.53140013787187,23.23749005712296,10.21669833485681,5.917906046161393,25.04957602134862,47.54441147090819,0.0,5.316788604006331,0.0,0.0,12.2178734430467,4.736862953800049,12.84164324585202,22.34226179039182,0.0,41.57000000000001,0.0,4.794537184071822,0.0,16.59379442258314,0.0,0.0,31.18920547353706,22.36873854852457,6.041895184841613,5.419171180818006,14.31030921936676,3.335791761148904,0.330597479987812,7.485265446717918,5.661084607850411,3.585839994456586,0.4117647058823529,1,4,0,3,0,1,3,5,0,2,2,4,2.03902,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,6.048387096774193,12.6737244550917,-0.03811959351641891,0.6624218981092058,20.57692307692308,347.696,0.255545659220418,-0.3643770879894312,0.3643770879894312,1.115384615384615,1.846153846153846,35.49569165880053,9.936655787298449,2.376717959350467,-2.190085014713944,2.345606121297336,-2.24141541506077,-0.1138199585226827,2.990136181461265,1.522303173149075,916.7870808121434,-2.85,6.807778067880631,10.21669833485681,0.0,5.783244946364939,0.0,5.907179729351506,0.0,9.589074368143644,0.0,0.0,52.28225237197528,0.0,9.589074368143644,28.97875084063252,5.316788604006331,5.917906046161393,6.42082162292601,88.72950726137226,0.0,10.21669833485681,5.687386274683562,0.0,11.60093989023252,4.794537184071822,5.917906046161393,16.77881029869483,0.0,49.41,0.0,9.589074368143644,0.0,23.55166283427691,0.0,41.44135300135125,30.33183534230805,5.316788604006331,0.0,5.930500767624262,26.7942734954306,3.754346043150989,0.038278342328667,16.4226944737432,3.994842857703909,0.6020302658100277,0.1428571428571428,1,4,0,2,0,2,3,5,0,1,1,4,3.946800000000002,0,0,0,0,0,2,0,0,1,1,0,0,0,0,2,1,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
621,2.727272727272727,12.3553091143865,-0.2324893629398501,0.6579247969100762,32.75,324.2760000000001,0.2569092513486953,-0.4967677698382268,0.4967677698382268,1.375,2.125,32.09204745872322,9.819008925787456,2.597342417797993,-2.249146894424631,2.523672963544465,-2.434789297888078,-0.02302037349695164,3.171375330764455,1.405003248202944,732.284350359584,-1.92,5.291058920083983,14.37363563845058,11.35056264426759,5.112436884724758,0.0,5.907179729351506,0.0,10.11132578807815,0.0,0.0,18.02611394377097,19.2556047581738,14.26826309167192,23.23749005712296,10.21669833485681,5.917906046161393,24.54666044458401,41.9809599792112,5.749511833283905,10.05365155780638,0.0,5.749511833283905,12.2178734430467,4.736862953800049,5.917906046161393,23.70254749838545,0.0,50.8,0.0,4.794537184071822,0.0,28.88806266177963,0.0,31.37526581512397,4.899909730850478,24.39256601736471,11.33101585756864,5.445061675904929,14.39366559586798,3.290464563911985,0.9463747617361543,6.967476190519571,5.343351250007787,3.650617646000076,0.4444444444444444,1,5,0,3,0,1,4,6,0,2,2,4,2.1293,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
622,1.0,12.06802406147644,-0.2019151549508693,0.6360561934862718,36.04761904761905,304.311,0.266969661306297,-0.3584495660085769,0.3584495660085769,1.571428571428571,2.428571428571428,32.13350473172818,9.819008961977278,2.597315901955633,-2.247835451678269,2.523613802967467,-2.43318558908026,-0.0230197586394576,3.145529428327702,1.441077890691588,642.1086244866785,-1.24,4.378927466458905,9.636772684650527,5.601050810983688,5.112436884724758,0.0,5.907179729351506,0.0,10.11132578807815,0.0,11.33678587793474,12.46266245207397,17.02295441059756,9.53140013787187,34.5742759350577,10.21669833485681,5.917906046161393,24.54666044458401,34.5419843147582,0.0,5.316788604006331,0.0,0.0,23.55465932098143,4.736862953800049,5.917906046161393,23.01624320038976,0.0,41.57000000000001,0.0,4.794537184071822,0.0,15.90749012458745,11.33678587793474,6.06636706846161,11.44642983892752,29.29247574821519,6.205884616192156,6.815862881481793,14.80440528680608,5.213852221928972,0.3346018492273456,3.660821428593119,5.381580792810952,3.716858141340915,0.4666666666666667,1,4,0,3,1,1,4,6,0,2,2,4,2.1822,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,1.0,13.59587978710002,-1.032573433694464,0.7127983599711847,28.75757575757576,420.2950000000002,0.3113148444578455,-0.4807619635466251,0.4807619635466251,0.9393939393939394,1.606060606060606,16.36696711316002,9.608486860219573,2.582101502750863,-2.39428534319497,2.544484233098966,-2.416150687118308,-0.1452822845269307,3.271435315089851,1.590344564212614,1130.511988124348,-3.479999999999999,8.13756876663709,10.00643712569118,0.0,0.0,17.72153918805452,0.0,5.969305287951849,24.07805846713776,0.0,0.0,31.97299688682513,17.75371813848418,24.28467613112799,23.69084447600637,9.799819461700956,17.75371813848418,31.72512732085199,71.28765809124549,0.0,0.0,0.0,0.0,0.0,25.72290514219986,17.75371813848418,41.8707253900304,0.0,94.99000000000001,23.72302342643603,24.28467613112799,0.0,25.19772070943472,4.899909730850478,23.95638106746432,42.46456947923127,0.0,0.0,0.0,54.7645199245687,10.1516120229211,-4.679306890583497,16.82218449644607,0.09673424944664166,2.843619604473403,0.3846153846153846,1,7,1,2,0,2,4,7,0,2,2,5,2.6218,1,0,0,0,0,3,0,0,2,0,0,0,2,0,0,3,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,1.0,12.88899712553524,-0.3700757363194225,0.6339563492946494,31.40909090909091,303.253,0.256908132295717,-0.3613902873606627,0.3613902873606627,1.409090909090909,2.181818181818182,32.09204735401665,9.861079491885025,2.552901587151766,-2.231411919032792,2.470247031125591,-2.431098062965639,0.02832567022987275,3.143562631610264,1.419443837865407,675.2283086809871,-1.79,4.858365753760343,9.636772684650527,11.41827165202958,5.112436884724758,0.0,5.907179729351506,0.0,10.11132578807815,0.0,0.0,18.02611394377097,12.64872279366088,13.92181518554669,23.23749005712296,10.21669833485681,5.917906046161393,18.125838821658,47.79818082025709,0.0,5.316788604006331,4.39041504767482,0.0,12.2178734430467,4.736862953800049,11.73512688720729,16.77881029869483,0.0,41.57000000000001,0.0,9.184952231746642,0.0,23.13855082849572,24.26546827384644,0.0,4.899909730850478,17.46882881767409,18.88922564371019,5.345097106743932,14.11378616570085,3.119592781557068,-0.2557316998577815,5.401932113384585,5.506745357357315,1.468818447131939,0.375,1,4,0,3,0,1,3,6,0,2,2,4,1.8697,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,6.817518248175185,13.73453506865709,-1.046328315276728,0.6829112034892355,26.32258064516129,416.3290000000002,0.311438598856117,-0.4807605221422659,0.4807605221422659,1.161290322580645,2.0,32.13347424738035,9.713444491659475,2.606760021497645,-2.42728289725165,2.517279781823437,-2.550553782202125,-0.1430627238041043,3.494848047918824,1.52992615781067,1216.299573174058,-3.389999999999999,6.552338318243248,14.42358806274453,11.92602303100897,0.0,5.907179729351506,5.907179729351506,5.969305287951849,19.28352128306594,0.0,11.33678587793474,22.7793263544857,35.89456926025498,23.90728988410952,34.80783689927316,4.899909730850478,11.83581209232279,25.04925968713451,75.87209284130597,0.0,4.899909730850478,5.687386274683562,0.0,11.33678587793474,22.55465239698223,11.83581209232279,32.47674082620294,0.0,91.05999999999997,23.97089299240917,19.49013894705617,0.0,35.54011470579058,6.263162995639057,51.46844068194374,17.51279690738913,0.0,5.602409559502814,1.549655848450491,43.91775170796816,11.98373829817102,-2.958143214075753,12.61353329947937,1.343921275300243,0.3663203892668181,0.2608695652173913,1,7,1,2,2,3,5,8,0,1,1,6,3.326700000000002,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,1,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
627,7.812499999999999,13.93601729389338,-1.166162546763475,0.2749458687170828,25.19512195121951,530.3430000000004,0.3113174720631749,-0.4967571784895661,0.4967571784895661,0.926829268292683,1.634146341463415,16.62838364604336,9.607738630041151,2.590074808672107,-2.395846601808957,2.55687267879622,-2.41745674524761,-0.3844331139508875,3.460795036394593,1.458172494190313,1588.974383624975,-5.06,9.844673397184117,14.74330007949123,5.749511833283905,0.0,17.72153918805452,5.687386274683562,5.969305287951849,34.19237673590334,0.0,0.0,36.70360448660676,35.47421300326295,33.94485013374571,40.75300330005705,0.0,17.75371813848418,18.2566337152488,94.0376260736989,5.749511833283905,14.53668241550101,17.06215882405069,5.749511833283905,0.0,19.17814873628729,27.86803640724975,29.38353669864279,0.0,147.36,52.29650602627949,34.39899439989357,0.0,22.56380109136146,31.37526581512397,47.36447921008175,6.06636706846161,0.0,5.371729808400048,0.0,66.9517739124606,21.47433884395629,-6.242554419225701,19.13308010432977,-0.1463866055681533,0.1834636680659407,0.2666666666666667,1,11,1,2,0,3,7,11,0,2,2,6,3.727700000000002,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,2,0,3,2,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
628,1.0,6.002170493197279,-0.009773715041572206,0.5284112085052242,41.0,208.201,0.1685454772271138,-0.362843691809891,0.362843691809891,1.733333333333333,2.6,32.09204688031854,9.86107949311615,2.551347091191224,-2.231395165753335,2.469720939644796,-2.405293570057935,0.02837129858521702,2.818327769358492,1.737396767449855,330.5496111291175,-0.6100000000000001,3.188583452997361,14.95356128865686,5.601050810983688,5.112436884724758,0.0,0.0,0.0,0.0,0.0,0.0,19.00741885798654,12.64872279366088,4.736862953800049,17.33031032777145,10.21669833485681,5.917906046161393,25.04957602134862,12.15204021366776,0.0,5.316788604006331,0.0,0.0,12.2178734430467,4.736862953800049,5.917906046161393,13.34455882261663,0.0,24.5,0.0,0.0,0.0,12.0218724339097,6.42082162292601,0.0,0.0,29.29247574821519,6.002170493197279,5.337141912320483,2.245416666666667,4.085981198034769,0.6426908541194254,0.0,6.002936166750651,4.943436423952297,0.7272727272727273,1,3,0,3,0,0,2,4,0,2,2,3,0.9100999999999999,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
